1430757311 || [Thread:1] || INFO || Server 0: Server connection established
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:12] || INFO || randomly chose <2,0>
1430757311 || [Thread:12] || INFO || Sending Message to <2,0>:	0--ENTROPY_REQUEST--5;;;0=5:<3,0>=0:<2,0>=0:<4,0>=0:PORT0
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:11] || FINE || Trying to parse: <2,0>--ENTROPY_REQUEST--0;;;0=0:<2,0>=0:PORT1
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND--3~~4~~0~~ADD_NODE==<4,0>==localhost==3
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND--2~~3~~0~~ADD_NODE==<3,0>==localhost==2
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND--1~~2~~0~~ADD_NODE==<2,0>==localhost==1
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND---1~~3~~0~~ADD_NODE==<3,0>==localhost==2
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND--0~~1~~0~~ADD_NODE==0==localhost==0
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND--4~~5~~0~~PUT==a==123
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND---1~~4~~0~~ADD_NODE==<4,0>==localhost==3
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND---1~~2~~0~~ADD_NODE==<2,0>==localhost==1
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND---1~~5~~0~~PUT==a==123
1430757311 || [Thread:11] || INFO || Sending Message to <2,0>:	0--ENTROPY_COMMAND---1~~1~~0~~ADD_NODE==0==localhost==0
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
1430757311 || [Thread:1] || INFO || Received STABILIZE5 from Master
1430757311 || [Thread:1] || INFO || Received STABILIZE, and am currently stable
